T0,thalf,KD
0.328869348,40.50265696,0.052384997
14.59833216,0.05272561,0.062361053
0.006988053,0.891695169,0.010291983
0.438439026,0.211696622,0.005494535
5.819287308,128.4188466,0.070184572
302.2068113,0.022519764,0.001515359
43.63624368,0.034481406,13.63788716
0.807384832,0.42335899,716.5276573
0.093902091,0.04230105,0.004621404
227.069206,0.214245261,0.013579754
0.002250794,2.308489654,11.39009257
0.01666087,38.24345654,0.108397484
2.511161953,27.62852001,21.17751216
748.3023939,34.49913226,126.1099031
0.367859288,9.239922172,0.168169781
0.139925156,76.01671126,0.710837043
0.006943171,56.55848624,0.075998822
0.388083731,231.1006054,341.4119287
3.264789721,0.11661522,3.477063368
544.5666188,7.207125934,0.003704165
5.131670214,202.5890445,13.73023968
41.60798001,0.429069087,0.15034756
9.024741409,50.63794871,2.734284493
0.009610634,0.64112949,206.3963632
792.4476226,0.056488287,0.154499517
57.87985679,0.108227958,0.238825544
958.1864603,0.173836858,0.003707101
0.003930561,2.548982997,0.017951723
0.017364037,3.520733177,0.004953468
1.151841106,116.843852,0.383895644
0.076239573,1.400205897,0.02233741
890.2898971,77.85899607,21.09756499
202.9635778,0.125235587,0.012082632
6.087959956,0.091259347,0.026399877
249.0125638,2.231761511,647.8025741
0.142245144,40.01364448,16.29555699
1.92875655,16.09257138,0.00232827
0.013238058,162.3947394,5.058406749
0.005451574,1.879836054,0.038972276
0.002863509,127.7478225,0.02562328
26.40117797,0.654963527,0.003462822
388.803864,0.230363843,46.53393621
0.25398319,2.106981283,0.367152956
0.001021105,0.728379201,14.39810299
0.435496079,0.201924457,1.22369828
0.105408788,16.88697255,2.522943207
18.57596182,0.423018424,4.919473821
215.1721245,0.02599359,9.820465212
0.046968173,30.02471837,20.66951326
21.80014957,148.5865168,2.004047558
0.035390975,0.443602371,0.713344347
17.1061869,33.70246532,0.037350459
625.9635284,18.37303049,6.310655696
0.296206654,1.15842038,18.46548555
0.081184925,110.4244891,0.074290144
1.725363552,30.54894795,0.027690821
60.45025954,193.7100939,14.20068943
0.036296677,24.54968987,29.34081507
0.120741053,0.804807475,126.0251406
0.08881479,160.206393,2.142491053
0.001416403,0.029750164,0.094560391
6.410579139,0.059618661,0.226379871
0.002718905,3.274804638,12.54740487
0.002892542,5.279938588,145.2138881
0.086429178,1.148695173,56.95650333
0.012996255,1.090015307,736.484083
0.001539244,12.63883366,327.8187202
445.1319663,44.30682694,0.007895254
26.72174678,0.186904104,4.971019582
0.103748134,0.27095608,0.00692792
25.28498175,3.062262489,756.0843663
0.197676434,0.30169024,0.003464622
0.002751311,0.018239568,2.651369605
0.004202128,0.379946541,14.61615599
0.055309702,77.03646047,1.098938173
158.0966641,0.25488999,521.3893374
0.009803989,4.575527478,0.001826528
7.543551025,0.053941741,0.003477835
0.277779724,12.64172629,0.025641364
0.193872694,2.671005503,0.931287636
14.06725144,100.5627804,3.397528674
0.524103423,19.17295384,0.009404526
0.840257231,0.10269224,380.2918325
7.610234355,7.12801877,0.531086004
0.015700623,0.020048415,0.050299159
252.4305525,0.218380328,547.0445634
655.6655139,151.1828938,424.9102397
0.007762071,207.2849095,0.008193209
0.161725799,0.495286657,1.556826619
0.044650317,0.128471331,0.273895915
5.85038502,203.0047367,0.05173927
193.4374455,202.4311201,3.005780465
0.169582531,134.0713927,0.022195824
0.00665291,0.279095024,3.689315854
85.5877111,1.227393312,0.154990093
0.051288817,3.153066309,1.521846692
7.499670947,26.4378329,0.069912335
214.1794688,0.735867547,0.133320628
0.677332647,0.16444943,0.131054792
7.919386648,0.196027956,473.7996604
9.562720121,0.060007237,0.13053497
0.087282383,0.073813711,193.6998886
114.8378287,2.454527102,1.560703953
0.001532596,2.173463897,0.004053363
0.084881483,0.16792098,0.004295318
35.93009468,274.8900379,2.340406047
5.223419187,9.75298042,102.860771
0.00179809,4.342644911,30.52191988
12.24711733,8.274983466,864.9180499
0.035066014,72.90277279,1.57068775
142.4409688,4.824492674,43.58268208
0.614233624,169.5376141,65.13614603
0.001533822,39.74935389,0.002218185
4.034952509,5.039262783,0.002636937
71.94058856,131.0122934,0.001362164
0.396770956,0.020530119,17.26356756
0.017334675,160.9371723,0.082794939
29.01944953,68.32423058,443.1238996
2.50051443,0.060321212,1.162516821
0.034109364,272.3826245,0.206821311
0.01950999,124.5286269,0.204806618
0.005578075,3.147601459,0.432729588
0.40851903,8.423180742,3.757350297
0.002806573,1.314096819,23.59930425
0.003811973,0.3903207,106.0385416
51.98135316,0.438716011,2.775932649
0.016549993,0.643970483,42.17100559
9.240489989,0.033842288,0.00151031
49.50762888,87.1180978,0.002358078
0.242878877,258.742259,1.270895656
99.63321816,25.37949276,0.019943005
0.013336898,0.087233714,279.2103256
0.27328798,0.474781475,0.034537287
0.00781479,0.042605072,0.014264796
364.4650098,4.747127033,0.459113619
73.40723228,82.96402047,8.039722336
9.336292386,0.022640143,241.2551953
72.73893862,0.840735285,981.0039121
13.74790299,0.030938096,1.190714555
0.002628703,0.321064742,443.8352589
0.124533313,0.02838284,155.8876109
0.422204652,63.68266525,0.010368514
1.181423109,0.031494686,2.818710708
27.83009958,1.969444727,0.057034124
0.450049853,0.453778801,56.30571643
2.366873099,27.50880013,0.131683751
0.011669112,35.97876241,142.9394687
0.052639041,3.966345066,2.262129684
0.001787216,0.960893362,27.60231393
49.72727244,82.57913572,0.001761687
137.2326515,214.650627,49.50642152
1.108731334,0.02203381,5.023421981
64.47470277,0.378938625,108.5424552
0.01092993,0.04909126,29.39623149
0.001205219,0.793719984,2.385751761
32.48146453,0.720555567,41.32754362
0.364845003,99.4324398,1.134893517
4.321084214,225.8454737,42.94468186
51.41895124,0.305059474,0.815259862
56.75377002,0.022237254,0.002483055
19.51315709,2.177841407,0.004957504
0.005688774,32.90511436,250.9143506
14.9110863,4.057791453,0.323044919
0.134566579,0.047087013,0.02900414
595.7436268,0.948516816,0.03868714
2.956837231,0.023765953,624.9111684
1.781784529,0.729416044,0.25517989
0.066341682,12.82524399,4.521252835
0.001068743,0.605107575,269.863877
13.2730963,2.768714521,5.163074994
0.115295689,0.066342944,335.6156651
1.365187261,0.076596869,447.2497521
915.2177292,211.8729472,19.67037179
1.359741894,6.948018103,11.67688513
1.299807814,76.41443141,0.004698764
0.003045776,128.4486001,3.971564502
0.078211227,0.527727101,393.6108519
108.8270397,0.128853607,0.062499564
76.03864379,0.161370651,6.952012438
11.85342332,77.35837311,0.003457917
0.63085685,0.086480408,20.93078651
0.864321317,98.15818609,0.167592314
0.002218456,0.024915071,19.86255763
0.056402492,0.096046197,0.926033448
0.857293424,222.2012899,401.7359283
0.041852888,2.716483671,1.099400802
0.001362494,0.122194678,69.52792041
63.1143104,48.71732392,53.40912195
0.124746785,1.510494051,0.04817229
0.014487954,23.74600935,11.96986869
0.379976776,0.156342811,0.465995094
18.95029646,0.093031396,0.261563546
0.816016847,0.31181822,0.268601193
0.586957603,34.33417546,0.618782839
4.369418023,0.351474434,595.8926178
40.72049772,0.292862492,0.086217736
0.091629988,37.34312992,1.564442893
0.192875541,35.34460681,0.201563887
4.831883324,0.302746785,0.014039246
0.012047645,281.293158,0.049829032
0.015502874,113.2921844,20.90608159
0.593240271,0.017750989,44.77191228
0.409189635,2.145748353,468.4100379
314.6509712,2.655504397,964.4812451
1.137223142,0.326648782,0.316364168
9.475591917,14.32655159,0.557446694
35.53172174,140.811638,0.069989995
0.003243659,6.64809854,0.047442685
0.002402489,0.613428639,112.5933913
3.377917204,0.022195396,0.074176365
0.058698435,0.105233364,0.088152153
39.63220353,0.30500999,0.004640474
65.62317303,0.180475209,0.086671308
0.237800415,53.66485908,0.003630965
16.26406387,0.040835128,0.00299463
0.02407828,0.199831836,0.001026183
166.015347,0.891884779,0.150911491
14.23048966,0.01822114,14.75885
0.029745965,0.118321526,2.13127976
18.61422476,0.031301679,0.06760218
0.123966978,22.59673104,0.833599314
771.3104261,2.11964066,1.878830774
7.610616597,0.706394093,0.722632104
0.008461113,0.709895404,29.54384975
2.296843915,2.409399793,0.001198534
0.058255493,0.039318718,1.191212023
0.467094033,0.067215232,0.273745501
0.271372244,0.17327407,44.02502952
8.047110763,292.4784194,132.947217
0.001102186,162.2322841,15.14895423
973.1719798,8.083699934,131.0113784
1.178867072,6.332618357,0.044944015
176.5510297,4.179501476,0.093165057
0.174372055,8.222220522,0.082282876
0.001138295,9.29390524,0.002875839
3.115636048,3.311561726,0.006729318
1.874511296,2.532231553,94.81705076
57.53896985,37.55846812,27.59226031
0.022354526,116.5288417,222.7879537
45.28678916,88.37728333,1.365460636
9.402764509,0.082721371,511.7788148
0.098917312,32.62376619,0.050653202
704.4998596,9.221744819,80.1350294
0.001691784,0.02530106,0.072616277
426.7174713,155.1531434,0.236089705
0.066989008,65.00539781,0.003614956
0.011503029,0.419070798,0.001291574
0.004294462,0.028189325,75.33901516
4.160217752,0.037649512,21.86267975
3.919390916,3.642623851,70.21038686
398.0993707,66.27042842,0.011502278
0.322523109,0.077892736,29.06208814
10.85231912,19.50851616,702.9353856
0.04470095,0.564999389,0.00132543
4.503799155,173.7835379,10.51031866
0.612019617,275.7795531,0.210807081
0.716975799,15.65467112,0.75087328
0.060842537,0.108357241,143.5396568
2.147398377,2.50315965,0.028148617
0.006181827,0.354911946,36.46834821
0.019680728,0.092463394,0.022105243
0.010146686,0.371153327,0.010685395
0.002193198,34.61469858,0.002091949
75.99927048,0.423476586,0.247690938
0.020910616,44.97524732,634.6908137
484.1665634,3.034977609,15.16300271
0.045187183,0.058478422,0.001372377
102.9775255,0.685514156,13.36294223
0.089929005,118.3335494,3.8067105
551.1431845,0.049755333,728.2143569
13.17166334,0.102661269,2.420044915
146.805919,0.186248324,370.1824176
67.2133612,0.028483124,0.365831223
0.002479958,14.52261289,0.385307381
53.71773366,0.315816101,0.001452699
50.97788309,0.372813442,9.223975066
1.185329514,0.04852607,954.5730875
0.672645678,5.476949975,0.021260572
32.37071693,5.68650584,0.011408121
0.007048827,77.91688518,0.049373238
0.007093788,5.291727857,8.336649731
8.448122343,0.836017681,21.66259265
0.387697767,0.038771187,73.71265021
1.445180923,0.197775796,0.921572072
0.004620417,0.111601925,0.027268549
15.04808028,0.074849272,0.028825089
0.054684691,6.320626089,157.0932334
12.97003397,4.263508075,0.00138555
51.87640975,0.019101179,0.121925497
0.972032027,84.22002831,141.093706
0.198986213,0.455583265,3.845193606
0.021004177,171.4705115,0.007533661
13.3131207,0.906837858,20.36721028
1.198462406,47.79162223,0.001461856
4.765045497,0.018171543,5.375478786
57.81980537,244.2898125,9.280406279
0.001899061,56.79016046,853.1101723
0.010123453,192.6702427,1.078958186
30.32406482,0.722404665,0.001595123
1.965424062,196.5126809,0.017253261
0.22026206,15.18879143,0.018933622
226.9762457,0.077477907,0.002221772
0.040811074,0.091866456,0.630538127
0.104083227,0.078395755,0.060570436
142.5432296,4.154783286,29.13702967
0.01761894,0.510421382,441.6303005
0.324540888,37.9871585,0.00363308
2.628983682,24.54335563,0.00750832
0.001852318,0.13964911,9.506358902
0.079595738,0.100969891,0.460598136
0.02885799,3.579780041,0.004375302
9.926156767,297.5785177,0.015566259
0.002200512,0.018187737,0.001028922
0.957564106,0.04034293,926.4547493
1.276288634,40.5907976,0.122500764
0.002602993,3.942637344,0.001527502
31.73300215,56.28653235,82.99665727
754.7478259,248.4001954,31.38107373
396.1526057,0.496262124,11.42971961
0.017037578,40.04407888,0.003255761
0.033827467,20.56003373,705.7442559
0.001388193,178.2671536,50.00090856
2.130524547,14.68113666,34.6822352
0.003507923,0.04880005,137.3520489
0.006910189,0.037683659,0.110736228
0.580289099,1.490434435,0.060255931
0.111164854,55.25339549,0.004636413
659.9438829,0.047732677,0.933615076
0.012596742,20.1356207,0.682694419
0.034007605,1.551185067,0.001188303
0.041950962,1.507348419,0.008630141
0.427640268,125.5635579,0.005825607
425.6836725,25.77088746,0.019727376
78.71603741,7.069491894,0.001017158
5.931796296,0.075425553,5.995486992
0.007387158,0.065047527,54.36790028
2.367560374,1.262911966,729.6844387
30.57350483,0.061968514,0.002589898
21.28055056,0.051560308,0.001304433
389.3308106,70.51468569,292.6914325
422.1734755,2.199733607,88.56636543
2.996737347,6.588462165,3.535468263
5.768896738,0.599603092,1.373408765
0.002755063,0.017979067,0.512908373
4.995251312,3.343230261,0.034076855
20.09942849,175.2251637,0.006256649
0.023949557,4.889544726,5.422569276
737.187497,1.241303618,3.584994308
0.012477268,72.69012945,343.6443637
226.446134,1.084833913,0.002815316
0.089244085,9.018873009,0.03241507
5.122721337,93.13562015,26.53555378
121.8096503,192.7875881,39.6002331
172.349293,0.146137731,31.52122992
413.1815038,0.024344544,51.60075717
0.001287177,0.127511411,0.008741326
0.346201537,55.38072811,62.26501468
0.00176398,8.938244145,1.389107014
19.73269301,0.031326565,0.001159083
0.044304436,0.503621364,2.777519856
0.319480208,2.102170073,0.922431048
0.487439643,0.109448342,43.15848768
0.092233975,1.761176946,0.094267433
16.92163544,2.572834742,0.005978965
0.250579574,101.2154456,0.005874672
283.1935925,1.530558945,0.006435855
87.25691019,26.02523201,0.772772155
0.021039416,26.93536401,0.941797654
0.094406559,7.10555491,0.04732756
320.823853,85.16778109,0.029700977
0.158831284,224.9422065,636.5006301
0.221716165,1.688766579,23.39555565
0.250563222,6.050640058,0.272178832
0.101527547,0.019396263,0.001021419
32.32875289,0.296869815,41.98129533
0.217762566,0.773654501,29.21908375
15.80147206,13.54027123,11.01058972
0.05228662,22.80116757,0.708193813
18.93361926,2.492626439,21.65569288
0.713308813,1.181547279,3.791142927
3.578969701,30.92960502,0.004026424
727.6304598,85.75381712,0.041583817
6.207582844,0.067827786,0.110875844
13.70745538,0.018651084,0.005321549
812.9772906,104.8852227,0.161184888
0.00255111,6.780844792,0.626438129
914.720129,1.994396989,2.328255312
6.24512208,1.26613133,0.019195434
0.005243726,2.522200184,0.011642054
0.002185296,106.5842323,7.358334113
83.71012521,13.28431062,81.15304978
3.205294515,0.056490815,445.7114033
0.002552479,0.020717132,149.8370444
541.7787464,14.86974345,1.619332626
418.9118285,46.74777118,1.751263836
3.589515006,30.30356444,6.960983282
0.018413646,0.142997436,0.025956111
0.018548198,21.96890201,1.790041452
100.7978729,0.08239448,8.064198364
14.14523891,51.97626688,198.4344412
0.33555618,0.432757732,0.003818266
0.007210891,0.640784652,0.006415207
0.216926772,2.937630168,0.138198529
0.42619319,41.00673657,0.147752828
3.117215201,1.205133511,97.80462022
0.035805469,5.651009011,10.23254853
0.118058548,103.6048103,0.576778827
7.93080372,1.481694014,0.027693563
0.004596526,7.544190399,6.440352726
0.001052327,11.96513975,33.08949413
116.9826841,2.75743503,51.22054477
0.008291301,3.209262636,203.405831
0.142244045,20.21551464,170.0541163
0.020557593,0.026837966,484.7422532
14.44243258,75.577687,245.1260646
0.571388596,164.8047008,0.002657064
0.00146677,5.620415335,0.012653889
13.47219871,0.612619841,0.71516034
15.12168113,0.037634199,16.84576104
0.017267832,0.26212027,8.479571517
1.977454769,0.046824616,0.104026485
1.709645763,21.93641592,3.920930836
34.30085511,43.11335772,0.004916103
1.22736307,0.22341116,27.6179136
0.022940949,25.43798447,32.59776895
90.57000514,1.269872643,0.112257119
1.794224495,0.087035744,1.724867241
0.001906288,0.059026765,2.234696349
1.953755562,1.69389701,0.497429128
0.001385249,142.5896973,186.939349
1.350291795,8.67581366,0.002610874
0.093022976,1.344558726,1.755315489
259.9088505,0.51402133,0.041613291
1.10706362,26.30506077,0.22113122
27.76067085,56.57694845,15.09370395
0.177848653,22.22413726,0.021943651
0.050030352,1.955123278,1.634393543
27.75324022,0.216484003,0.419485902
16.71357814,6.230567678,70.71627572
0.001370765,0.388962634,0.005645416
0.00106401,0.64797822,0.004502921
9.391951881,6.432895401,374.0854538
14.76600878,14.63797346,0.144442668
0.001024343,0.136453757,308.4651015
0.221612018,0.163557534,0.510834472
0.046140629,9.791627049,0.012185844
507.495261,62.30027699,3.007836819
1.524756312,0.871237298,1.370943117
1.689043621,7.500173942,0.529834308
0.624095057,23.59638905,0.027398755
0.031997243,0.056065335,0.026032602
0.087921907,0.122068478,0.036241954
0.045909702,1.05070817,0.058354444
0.002237736,120.6735824,0.060790783
0.071626585,0.207897101,369.3628503
0.020879541,88.66662092,0.011582653
60.91598493,0.098434605,1.312332036
143.8651919,0.918590265,0.026770142
5.92344057,2.134223151,0.582748061
126.9651729,0.235967566,4.596160337
5.152399005,4.126905842,0.516113631
0.001439751,0.064183545,0.001046218
290.7620762,60.3020724,0.503972639
1.901075845,5.227313792,0.001710266
0.145285598,0.031087931,1.030352577
0.709607568,1.211709306,0.001033974
0.003832604,0.076756053,0.189773701
0.001506169,0.098950975,0.10555838
167.4552412,3.760734131,0.001040915
19.55080185,23.86743794,53.02398585
652.6001508,2.124475032,34.02458756
0.001216958,143.2583791,0.059136396
14.78095317,49.18609324,42.30007776
0.024094936,3.677836711,0.009774862
1.451526035,0.685633099,0.122156837
23.85528768,1.321264494,0.008791833
0.00449996,12.29034131,0.002615974
0.186759173,0.140146793,0.064275184
20.91266976,47.24967886,0.004045856
920.9100195,0.479442537,74.55133702
0.003264751,8.998368927,0.342272161
0.039734903,1.283392124,0.025297686
0.00505007,1.299642696,1.792802767
1.087244561,8.414785999,0.023116248
287.0995761,0.072562918,0.003630822
0.00481737,16.29999287,0.011765295
0.166255667,7.655515355,1.846724412
43.85477057,0.457042884,1.792703081
0.812378812,2.926898514,0.001138073
0.609134346,0.891632876,0.375826122
0.022573156,0.071029387,71.42192005
0.003221567,0.231400272,328.5376995
938.8442195,11.25154567,6.682535287
0.012834755,7.490596443,0.003529247
0.005878819,0.064920328,0.006026184
4.403201039,24.40227129,80.0906054
816.5009928,192.5303692,0.013190065
79.78483588,2.845207985,40.87139117
0.117985334,10.98177672,0.001090019
3.021204378,46.71072851,651.0586641
3.78712483,20.0313178,346.7124003
683.1349709,0.019156729,0.038405484
0.07628837,21.53966697,0.317309889
103.2165306,100.676764,0.003974712
0.039972141,27.24136994,102.8373069
0.002243254,0.58977488,0.475669457
10.61277511,178.7200802,0.514765403
0.031739167,0.918219338,0.133916984
3.549552968,0.027837894,26.18832734
0.400704326,111.8075791,65.23451691
766.1740276,12.49514398,0.055700516
0.003976527,4.481762067,0.767543117
1.814288594,0.136518962,0.101455071
949.3727421,0.281654095,0.003685232
746.4747129,8.227223006,0.002439647
0.051778395,0.0373092,17.59287806
1.251498221,0.02208766,19.21551049
0.001160707,0.01912942,0.63906878
11.18546678,36.45960079,329.350727
0.035552615,0.121223607,1.992007615
0.001698644,1.974722723,0.074952847
0.003960332,16.02976048,0.628271854
1.394342751,0.102609985,0.018987834
0.012643615,0.024812747,0.101118982
1.091479206,0.71124553,0.00150127
0.019475533,17.17762639,0.060585609
221.2400592,11.72804399,1.69544369
8.382774619,0.028275399,6.328227958
7.940780965,0.723292594,0.001676679
0.171546739,0.106978223,0.002013589
628.831743,109.6441254,25.64368706
860.8797024,129.1685945,50.34067687
445.3368309,1.264591326,77.78202232
0.217487524,0.155767056,0.037686519
0.29703816,45.81890012,62.94034944
0.014385988,0.748221371,0.001137609
0.00175332,0.503637343,236.533073
0.054512449,0.54643446,0.338066631
24.77751508,0.050874438,3.059324131
0.009502403,17.2005646,0.31384766
0.001227384,0.028361265,26.2326687
867.3906886,16.26859252,0.162974684
0.059045326,74.0162055,0.307733985
0.002326938,0.066445379,0.026868802
1.893545743,3.202414351,2.80148465
0.00849063,3.506872159,0.002600217
0.019331804,8.73351162,0.290866883
16.73356942,0.086942006,0.052391336
2.010098931,0.071038217,137.7817402
2.089501834,1.012196628,551.5002072
0.008228508,3.212870924,166.0945974
0.002101997,70.02733297,194.8680114
18.10725408,28.52512444,0.002156542
1.88886673,26.908901,157.7726545
695.7587531,0.031359784,7.909416604
0.050525175,0.023179579,0.004329563
0.12473038,108.8552457,479.2631629
0.012581411,0.021778798,0.427107286
8.570112491,0.07135741,0.029151301
86.88840286,5.284352215,761.1826976
13.07236737,38.480097,3.461276889
24.28433811,219.3050518,452.4066771
2.834413241,0.307350523,0.01223352
8.602060906,41.34858148,0.040546631
0.354741133,0.056028275,72.30640065
21.95376433,2.720984239,35.1098909
0.004070242,52.11439051,0.0148398
10.35581256,0.072741892,0.017567015
0.005827939,6.942277849,7.555058404
60.79369446,42.1820293,0.110092198
0.08445862,2.476462821,127.94542
0.006774865,13.71965135,397.589121
5.851727836,6.345765384,42.84061353
103.0755133,0.139753496,0.002823499
0.010726356,78.59675423,445.4965469
497.7071578,20.85762498,3.08968815
0.353757642,164.5004519,6.784384287
0.023624776,204.1453281,0.730261299
0.018345069,2.533092824,30.2133339
11.78199618,0.621986227,0.001207415
0.008958902,2.98218573,27.92347658
0.001736332,37.91373636,0.032380489
0.189680535,0.056440702,580.3443886
0.004509875,0.033715802,7.419486599
634.0340067,0.040610678,0.003676556
8.209391958,37.67513158,488.2504505
0.031440774,0.216043305,7.038383571
0.702323845,259.1377328,0.001172127
321.2408381,0.068897071,0.183971774
0.003215729,13.362099,216.9242821
0.879014269,0.088434878,0.029777808
0.001741231,138.2704295,8.963550286
43.63119124,12.5844933,81.55162534
0.085001805,0.288605912,1.258027424
41.48068928,90.43552192,242.5931742
0.002786311,126.8287542,60.25752011
0.479982577,2.050541155,0.002943944
1.21127926,0.78143299,0.435562494
0.004445187,88.18850618,0.014091379
93.23516628,23.79042648,0.045290993
0.073655262,203.4793036,0.002843273
5.43733235,0.291994339,65.14610595
0.02703476,1.026450591,0.001004677
0.012285313,0.034879528,12.35421211
0.66830044,124.9253172,0.001389377
0.068995546,0.236039146,0.047059346
0.011242924,157.7847336,167.1863705
0.422644083,35.01353822,364.4268788
0.109552586,0.074828672,21.06325877
0.005354432,5.062334804,0.005733685
87.50193818,0.541492821,0.364515443
252.3184772,65.23411125,898.6945249
0.002673785,2.977758895,196.5066308
727.5672312,6.724055167,282.1133276
41.18396324,4.371905653,1.104579722
0.352901801,3.012380735,0.250150842
179.7540379,5.134727641,24.04422964
72.97019521,0.158433684,332.4697351
42.40285278,0.0804038,97.12212368
0.090660515,237.3282514,1.093461623
14.9333087,0.474997516,0.011854518
0.732837494,51.36748836,112.2938224
0.0116368,0.017609538,15.00549957
27.24545173,0.185726928,19.11783795
344.2936634,2.303214961,0.12380034
11.09989323,0.254862203,0.094713998
619.8017376,0.044994939,1.160965564
0.025124643,0.020799858,149.0873036
178.2131776,99.54673531,0.001396743
0.458552194,145.9993129,20.09386994
0.034757246,0.069954658,88.48598648
21.85807542,0.019279602,191.9807225
1.925242445,2.235623832,0.147682979
181.3069394,2.105077298,15.6424328
39.35716489,41.09902676,1.299722704
24.36351258,1.869220366,0.016962573
0.015198954,15.35298586,0.37698213
44.21653566,0.558415968,35.40305251
0.240201096,0.386310922,0.114883083
0.840517371,243.5450577,0.021161648
176.1950767,0.045596647,3.399117093
0.00465855,1.689984901,190.1676997
55.89632093,0.365018067,894.1678881
309.5941714,0.017785625,24.39505877
0.026387303,1.023642239,1.098512724
0.747961985,0.097317151,10.05209627
7.45638809,113.3985204,0.001023472
0.00471075,15.94172839,2.428418041
0.359612293,4.39839117,11.43043887
0.498736419,72.6854261,81.29848331
5.713694647,0.704699674,0.004831021
105.1636227,72.28652163,65.14680953
204.7310817,2.572711088,0.004111545
3.493979412,0.153583702,34.19757694
8.787408279,0.023259026,0.346642217
34.76829271,0.041195157,57.38182143
567.0413219,160.0464694,381.9127554
4.799049229,24.3943026,7.211014269
0.501717265,15.38748647,85.42527319
0.336848417,57.40366865,102.2600571
66.17931527,131.4457336,0.914191479
5.068293499,156.0104654,0.002663008
0.895842475,1.791537756,0.167423137
1.001823617,0.314250114,0.053736146
0.001457729,235.6170927,1.148664985
0.505700522,1.423263693,155.3527362
0.024836072,0.021506647,0.097672869
19.44637706,0.039383546,0.02288584
0.55889475,0.382805738,0.577831815
0.002570941,1.986431883,846.2635454
4.202742738,1.045391573,109.3004016
0.017572926,36.7590076,0.002670517
21.41044734,22.83012885,0.01343844
46.27316979,160.2352876,0.765937237
104.5431151,0.249740237,558.9302891
0.013010046,223.3164812,0.227077623
119.4756613,19.43691291,123.821483
3.033784946,28.26428499,70.21912948
0.934899115,236.6506136,6.829138954
0.058657592,3.976549989,81.8253903
305.89712,0.093053701,0.023378787
0.001150805,239.968075,32.61674247
0.104175756,105.1980799,2.03443246
2.532876546,1.357266147,383.5749154
0.057035231,130.1019502,0.120732203
0.0098756,0.494199459,0.011720849
74.66661957,7.672414698,167.7031494
23.66470804,55.13155028,0.001238946
226.0165868,19.46802767,23.32683418
47.12441099,192.388195,89.34888443
66.26949814,1.578711221,0.248773225
0.001833583,0.677320105,0.083688711
0.001903652,41.94172399,0.358101878
0.024269275,0.028454389,0.042875818
0.042012804,0.045113292,0.005439745
0.007065508,0.065157081,47.03795814
0.968288108,4.443499431,0.010214775
0.307027878,0.081353487,0.007119654
826.4500611,0.053972753,0.019682705
25.21288824,2.144703102,0.133802953
0.457137158,1.107708292,4.748639974
3.727087785,142.1446904,0.625030397
0.005135738,133.2152291,5.292023413
43.40920593,4.610330217,0.009674281
119.4856983,0.189654931,1.534362918
178.8103758,25.69684014,103.8858382
8.726475981,0.682297744,0.239384565
